a,b,c
2016,SRB,150
2016,NGA,2
2016,IND,197
2016,BEL,456
2016,DZA,17
2016,JAM,157
2016,TTO,32
2016,COL,28
2016,LUX,8
2016,BWA,1
2016,TUN,13
2016,KOR,559
2016,PRK,67
2016,CHN,961
2016,BIH,390
2016,GUY,1
2016,ISR,9
2016,KAZ,70
2016,GEO,32
2016,KEN,106
2016,ISL,17
2016,HTI,7
2016,MYS,16
2016,IRQ,1
2016,CZE,559
2016,SVK,42
2016,BHS,40
2016,AUS,1331
2016,PRY,17
2016,MNE,14
2016,IRL,35
2016,PRT,41
2016,GTM,1
2016,SRB,150
2016,TZA,2
2016,LBN,4
2016,KGZ,3
2016,LVA,20
2016,NLD,959
2016,VEN,15
2016,THA,30
2016,TGO,1
2016,PER,15
2016,EST,43
2016,SVN,30
2016,NPL,1
2016,CHN,961
2016,ZWE,22
2016,MNG,26
2016,MDA,8
2016,CIV,3
2016,FJI,13
2016,SEN,1
2016,DOM,7
2016,PHL,10
2016,EGY,29
2016,SGP,9
2016,NAM,4
2016,LIE,9
2016,WIF,5
2016,AUT,315
2016,BMU,1
2016,VNM,4
2016,VGB,1
2016,MKD,1
2016,SDN,1
2016,BHR,3
2016,GRD,2
2016,LKA,2
2016,MUS,1
2016,SRB,150
2016,HKG,4
2016,CYP,1
2016,PAN,3
2016,ZMB,2
2016,MCO,1
2016,MOZ,2
2016,SUR,2
2016,AFG,2
2016,BDI,2
2016,GAB,1
2016,ECU,2
2016,CRI,4
2016,DJI,1
2016,ERI,1
2016,BRB,1
2016,TON,1
